id;text;label;predict_proba;predict_label;lime_weights
439;Please broaden the broadcast range, because there are many regions that are unable to enjoy Net's broadcast. Thank you;neutral;[0.14694200956507197, 0.6545509592556668, 0.1985070311792614];neutral;{'negative': [('Thank', -0.13632418366038068), ('are', 0.08986391789865156), ('you', -0.08269974744219895), ('Net', -0.08150799454085819), ('unable', 0.07575008640887838), ('because', 0.0486762649955223)], 'neutral': [('are', -0.21180803332333975), ('Thank', 0.18307589644747907), ('Net', 0.15439399855758953), ('Please', 0.11661806906816463), ('the', -0.08781489655729532), ('because', -0.08553116727427203)], 'positive': [('are', 0.1180026195189237), ('Please', -0.10924626161235938), ('enjoy', 0.09410686171204495), ('the', 0.07798712231384745), ('Net', -0.07456960999279295), ('unable', -0.057310715678783285)]}
991;How could this building be allowed above the river, on the street from the hospital towards Ciroyom market? Weird;negative;[0.4652161512795976, 0.416728858268307, 0.11805499045209547];negative;{'negative': [('towards', -0.1998585860137051), ('this', 0.1627872861999993), ('How', 0.14554226783077448), ('could', 0.08545394852955061), ('building', -0.07870287622550154), ('the', 0.04789173680253434)], 'neutral': [('towards', 0.249964519327422), ('this', -0.19021838442379882), ('the', -0.1786796066052311), ('building', 0.08990649926792806), ('How', -0.08883560420455242), ('could', -0.06013710062168928)], 'positive': [('the', 0.13228715696902757), ('How', -0.05493194960838937), ('towards', -0.04786932507137883), ('be', -0.030524644482389566), ('this', 0.02891681712270688), ('could', -0.023436737989269398)]}
200;Word of mouth got me really curious, so I tried going into this resto. A shame that it didn't live up to the hype, in my opinion. The food was mediocre, not worth the price. Tasted like an amateur made it;negative;[0.9365966627422134, 0.008740756697784558, 0.05466258056000198];negative;{'negative': [('was', 0.06602439907840096), ('not', 0.05852955648459403), ('like', 0.05138911009138702), ('mediocre', 0.051184613214013304), ('so', 0.04679008269845505), ('got', 0.03918979629112684)], 'neutral': [('was', -0.03668376565777206), ('so', -0.035273301309738075), ('really', -0.03126926390979051), ('this', -0.03112517949605245), ('food', -0.028145791820634255), ('like', -0.025299124678993163)], 'positive': [('mediocre', -0.05523104147079207), ('not', -0.048104622784924875), ('the', 0.04706495553553134), ('was', -0.03708310172911778), ('price', 0.03292128473395986), ('like', -0.03217921227910419)]}
453;What's with this iphone. My goodnes, the camera is so dark and ugly. Unreliable when I'm too lazy to bring a camera.;negative;[0.779538264579819, 0.02077693713804743, 0.19968479828213362];negative;{'negative': [('too', 0.1852798821310828), ('bring', -0.14883568800265284), ('so', 0.12517750072329611), ('with', -0.10305114544294093), ('What', 0.08467230623583265), ('when', 0.0781828596680194)], 'neutral': [('too', -0.057983371431397174), ('so', -0.05683795606387506), ('this', -0.052755664161549636), ('and', -0.050141819745772066), ('camera', 0.05000299958168736), ('is', -0.0378613213757709)], 'positive': [('bring', 0.13508460684861776), ('too', -0.13284210514828484), ('camera', -0.11491803531947338), ('with', 0.09816340079325545), ('and', 0.08223820044779832), ('when', -0.07733952775432111)]}
693;If you don't have enough cash to buy comics, but still wanna hang out, just come here. The comic collection is complete. The food & beverages are just additional facilities really, but it's pretty alright. The cost is also cheap and student-friendly;positive;[0.17991229604278455, 0.03464334238080277, 0.7854443615764127];positive;{'negative': [('here', -0.1259653130201145), ('The', -0.11124780223172197), ('also', -0.10137109271795855), ('but', 0.08737840619503143), ('enough', 0.08342747555467199), ('pretty', -0.06927306516248573)], 'neutral': [('is', -0.08703340195829323), ('The', -0.08524749233023611), ('really', -0.07250839127641875), ('and', -0.06787084645326061), ('food', -0.06485956411741618), ('beverages', 0.04505585082957268)], 'positive': [('The', 0.19427020925854332), ('here', 0.152760144645061), ('pretty', 0.11762305190042356), ('also', 0.11267428099407985), ('is', 0.10786103837877241), ('but', -0.09763977986461106)]}
599;Good God, man, are you trying to provoke the other side? Don't do that, Sir, it'll just make them even more envious, spiteful, hateful, and then they'll throw tantrums like little kids. They're just gonna keep getting mad for no reason and rotting their brains and hearts further.;negative;[0.9453124975523451, 0.011593863755146056, 0.0430936386925085];negative;{'negative': [('no', 0.08114539818927903), ('like', 0.06270741502552599), ('do', 0.05874050484128792), ('ll', -0.05528428025089406), ('even', 0.05502561678761282), ('them', 0.05379816547848571)], 'neutral': [('and', -0.07218954489684826), ('ll', 0.04948286632474386), ('do', -0.04591881976410288), ('like', -0.03934613234674155), ('even', -0.03919115467278639), ('no', -0.0391157132928889)], 'positive': [('and', 0.05954093265609287), ('no', -0.04588194767061542), ('them', -0.03199348527464193), ('getting', -0.02936663826070638), ('like', -0.026999369265987425), ('Good', 0.018782262428382466)]}
892;Highly recommended, for sure. The cappucino is addicting, the price's dirt cheap, and you can pay the valet any amount you can. And of course, it'll get more fun near the time of Maghrib;positive;[0.013826594299299576, 0.026089607179225784, 0.9600837985214747];positive;{'negative': [('can', -0.04935564250324489), ('you', -0.03920079598196278), ('the', -0.0390567662209587), ('recommended', -0.036186380344236206), ('fun', -0.030159928554224443), ('pay', 0.0242444972136565)], 'neutral': [('the', -0.11415862050062081), ('fun', -0.09260582457731352), ('And', -0.07815026669925519), ('and', -0.0775379182910199), ('get', 0.058484964961291144), ('is', -0.05573112101167178)], 'positive': [('the', 0.14341685850620434), ('fun', 0.11148767585809459), ('can', 0.0854441704888279), ('and', 0.08217695062886278), ('And', 0.07962876306773914), ('recommended', 0.07955938300347702)]}
164;Okay boss, though the handphone suddenly hangs on its own for a day.;negative;[0.14227442784560304, 0.6945365629086053, 0.16318900924579158];neutral;{'negative': [('own', -0.08504504421193532), ('boss', 0.0553052996987536), ('for', -0.054117441486891266), ('Okay', -0.023610115812814726), ('the', 0.021260149007608246), ('though', 0.01593955936229614)], 'neutral': [('own', 0.1257488879053399), ('the', -0.09918866254363858), ('its', -0.07449300562792091), ('day', 0.03451144967389753), ('Okay', 0.025083546263385076), ('suddenly', 0.016762691724737943)], 'positive': [('the', 0.07466079802789001), ('its', 0.070779610341824), ('boss', -0.05377215167671037), ('for', 0.04613950301796894), ('own', -0.04375846077559899), ('day', -0.02471120546406441)]}
459;This restaurant with natural atmosphere is perfect for moments with loved one or family. The food is delicious and the price is affordable;positive;[1.5188410334224135e-07, 1.1413368199741014e-07, 0.9999997339822146];positive;{'negative': [('with', -0.009775362097664376), ('perfect', -0.009224297386596757), ('delicious', -0.008672641626520781), ('one', -0.008158637121107495), ('family', -0.007954108587867883), ('price', -0.0060153879895460645)], 'neutral': [('is', -0.013069491681754801), ('food', -0.01120313934865979), ('and', -0.010680743990569355), ('with', -0.01054227548403755), ('delicious', -0.010129161805047996), ('perfect', -0.00909258106021988)], 'positive': [('with', 0.021250053949949402), ('delicious', 0.01964879376929753), ('perfect', 0.019090537430180084), ('and', 0.016741792101636795), ('is', 0.01662449984631974), ('food', 0.016184088965355198)]}
310;Ya sure that's sincere? Genuine? a publicity stunt, yo?;negative;[0.39240053632815475, 0.5606845276061471, 0.04691493606569789];neutral;{'negative': [('sure', -0.1067690865348052), ('that', 0.10611004596228124), ('Ya', 0.09953263241352003), ('stunt', 0.0021200020898897824), ('sincere', -0.0019044673289270093), ('a', -0.0013308760350654722)], 'neutral': [('that', -0.10565834879780148), ('sure', 0.1016246046967988), ('Ya', -0.10071562168286849), ('stunt', -0.002154954915433433), ('sincere', 0.001828507501901372), ('a', 0.001227362372299117)], 'positive': [('sure', 0.005142546346336122), ('Ya', 0.0011829405782951652), ('that', -0.00045315744536027604), ('a', 0.00010388523946547642), ('sincere', 7.635423161606398e-05), ('publicity', 5.4985686024788134e-05)]}
247;I participated in the Cinta Rupiah Bank Indonesia - Net media blog competition and have submitted my article in 22 December 2017. To this day my article is still unpublished. Please clarify.;neutral;[0.24797862333720166, 0.6902207575517582, 0.06180061911104048];neutral;{'negative': [('Net', -0.13497966335157457), ('in', -0.13475825179724812), ('this', 0.12916957259114883), ('and', 0.09376839386055963), ('is', 0.06836409487293119), ('Please', -0.04358020092848041)], 'neutral': [('Net', 0.15415108572603525), ('in', 0.148295679462213), ('this', -0.14417704515731677), ('and', -0.13305111489236135), ('is', -0.09275647361914875), ('Please', 0.08519369148328228)], 'positive': [('Please', -0.04141198457422905), ('and', 0.040046002768444784), ('Bank', -0.03159032392564477), ('is', 0.0272683480337273), ('the', 0.02675274571250676), ('Indonesia', -0.024691815746675738)]}
872;This cafe offers a traditional menu catering to the young cafe-goers. On top of the comfortable venue, the price is reasonable and affordable;positive;[0.015636090004706636, 0.021969786446597656, 0.9623941235486958];positive;{'negative': [('the', -0.04462337126898301), ('menu', -0.030879358350135357), ('top', -0.03060379463572899), ('price', -0.025466718194520416), ('affordable', -0.02468914574596622), ('comfortable', -0.018270949558392317)], 'neutral': [('the', -0.12928301612308343), ('and', -0.08240097443991261), ('cafe', 0.06680144094581875), ('This', -0.06540769734960225), ('menu', -0.06412367760841996), ('is', -0.062105825880499864)], 'positive': [('the', 0.17698756651947475), ('and', 0.10274887599292527), ('menu', 0.10066602739563678), ('top', 0.09336464151958859), ('cafe', -0.07762788096166436), ('is', 0.0757218913752006)]}
10;Trash TV station, inconsistent, disappointing to Persib - Persiba supporters, inhumane! Lousy and incompetent!;negative;[0.5004019454110573, 0.44948714632398556, 0.05011090826495704];negative;{'negative': [('TV', -0.2691561839112502), ('Lousy', 0.2454420658289308), ('disappointing', 0.16994440416353046), ('and', 0.16361543865492856), ('station', -0.15458863984547674), ('to', 0.01797072758813588)], 'neutral': [('TV', 0.2982069598525134), ('and', -0.22385381487528783), ('station', 0.1924890684239641), ('Lousy', -0.18457327948225635), ('disappointing', -0.12461007880564177), ('to', -0.04271679643141203)], 'positive': [('Lousy', -0.06086878634667463), ('and', 0.06023837622035921), ('disappointing', -0.045334325357888686), ('station', -0.03790042857848751), ('TV', -0.029050775941263318), ('to', 0.024746068843276223)]}
811;The place feels breezy and comfy. The satay is also good, but there's a lot more in the menu than just satays;positive;[0.01685358649106353, 0.005824454032189849, 0.9773219594767466];positive;{'negative': [('place', -0.08884894731274783), ('feels', 0.07658697640529778), ('also', -0.07045337613573506), ('The', -0.05874561372421106), ('menu', -0.0586008237133619), ('lot', -0.05102600383829809)], 'neutral': [('good', -0.062056544375391), ('and', -0.05735027101550981), ('place', -0.05330374762414135), ('The', -0.05309257238801419), ('is', -0.040983424779686056), ('satay', 0.040059009040575834)], 'positive': [('place', 0.12898607678057913), ('The', 0.10246247992510155), ('menu', 0.08500473370442448), ('and', 0.0793983569912266), ('also', 0.07368183953117903), ('good', 0.07359529547309973)]}
623;The scenery is wonderful for photos, the breeze is cool, food tastes great. Price is affordable, too. Lovely.;positive;[0.017117325432130556, 0.00512488910003185, 0.9777577854678375];positive;{'negative': [('great', -0.09724823129121206), ('cool', -0.07114125362340762), ('too', 0.06629195096333841), ('tastes', -0.05215701825307317), ('scenery', -0.051953377720250514), ('Price', -0.04708943536904518)], 'neutral': [('is', -0.07819112731568573), ('food', -0.0476605740903266), ('great', -0.045562304900505037), ('the', -0.026960460882489164), ('too', -0.025333518009175143), ('The', -0.024550015265054827)], 'positive': [('great', 0.14744559005531835), ('is', 0.11824257236565752), ('cool', 0.0944825280677566), ('scenery', 0.08104279138323887), ('food', 0.0758450253638297), ('photos', -0.06798360101228608)]}
827;My younger sibling really loves Primarasa brownies;positive;[0.44999912537453146, 0.4590377528861677, 0.09096312173930082];neutral;{'negative': [('younger', -0.28992116683922925), ('really', 0.2704305314980132), ('brownies', 0.13838003772616114), ('My', 0.03259314197988339), ('loves', 0.0010962830299550649), ('Primarasa', 0.0009970050591417664)], 'neutral': [('really', -0.35870390161241955), ('younger', 0.3496222280571605), ('brownies', -0.10262153339438886), ('My', -0.010597628773374293), ('loves', -0.0020954923590063164), ('Primarasa', -0.00030679861031623136)], 'positive': [('really', 0.0882733701144058), ('younger', -0.05970106121793194), ('brownies', -0.03575850433177209), ('My', -0.021995513206509158), ('loves', 0.000999209329051289), ('Primarasa', -0.0006902064488255349)]}
522;There are lots of shirts and pants on sale in Matahari Mall;neutral;[0.1336149291531676, 0.7349714490749099, 0.13141362177192242];neutral;{'negative': [('sale', -0.10031712752141728), ('lots', -0.09622395696132492), ('and', 0.06849565390699222), ('in', -0.0655317462393671), ('pants', 0.062990591098826), ('are', 0.05127764843178566)], 'neutral': [('and', -0.19810419888095535), ('sale', 0.19547865476047607), ('are', -0.1283264527184754), ('lots', 0.11449897428215816), ('in', 0.08584191474719824), ('There', 0.07514519196181448)], 'positive': [('and', 0.12263049159312242), ('sale', -0.10314801619162672), ('are', 0.06717130444221184), ('pants', -0.04119645881738912), ('in', -0.026259473684390806), ('lots', -0.025642245100006383)]}
34;My minimum internet was suddenly cut off, everyone in the house uses Simpati and they have the same problem: can't connect to the internet;neutral;[0.6935052700452315, 0.13513469384913573, 0.1713600361056332];negative;{'negative': [('was', 0.17348241999717), ('internet', 0.12598845650247942), ('off', 0.09578705160042879), ('can', -0.09335132959733462), ('house', -0.09291904107830266), ('cut', 0.08431855775654226)], 'neutral': [('was', -0.143450810307346), ('the', -0.11498121000721037), ('and', -0.10889275385690032), ('internet', -0.08918095503214078), ('uses', 0.08502449416597703), ('house', 0.08116521496686276)], 'positive': [('the', 0.12700763078071803), ('off', -0.07510840987581488), ('can', 0.06195752813550556), ('and', 0.05821977092649975), ('internet', -0.05235617086368661), ('cut', -0.0461952330343972)]}
988;Kaskus sure gives the latest and interesting information frequently.;positive;[0.29202118024302653, 0.5013384187181431, 0.20664040103883036];neutral;{'negative': [('and', 0.1330913496173835), ('information', -0.05131916559810664), ('interesting', 0.04144471710998718), ('the', 0.013002658770817566), ('sure', 0.00514792765547987), ('frequently', 0.0012719659448770892)], 'neutral': [('and', -0.31754319087958865), ('information', 0.2509538816948122), ('the', -0.14459073116650184), ('interesting', 0.08633765444050798), ('sure', 0.07852640306492946), ('frequently', -0.0015354306624331588)], 'positive': [('information', -0.1995659428937789), ('and', 0.18450155393974604), ('the', 0.1317139704321541), ('interesting', -0.12771307454305084), ('sure', -0.08362897703742665), ('gives', -0.001417922968603781)]}
361;One thing I really hate,  is whenever the election is coming up, things always start heating up.;negative;[0.4983440383589621, 0.29958356599228225, 0.20207239564875545];negative;{'negative': [('One', -0.2399688559773322), ('really', 0.1264446283307233), ('is', 0.11058193335193935), ('thing', 0.09402476167854128), ('things', 0.05503671205160802), ('always', 0.036448080270780184)], 'neutral': [('is', -0.24447172917866225), ('really', -0.22718800554987661), ('One', 0.17323689936056413), ('up', 0.12373349885450594), ('start', 0.09548572290293239), ('the', -0.07386411270802905)], 'positive': [('up', -0.1459611410728019), ('is', 0.1286703859084448), ('really', 0.0921358789599602), ('the', 0.073040453047386), ('start', -0.06444178258545011), ('thing', -0.05408583481963497)]}
744;I kinda regret getting into film major, I honestly wanted to get into fine arts major. But I don't think I have the talent.;negative;[0.646755362576564, 0.33894310039017034, 0.014301537033265872];negative;{'negative': [('regret', 0.17187533914398007), ('get', -0.14533230999287555), ('into', -0.1398701951196925), ('kinda', 0.10136741506622307), ('think', 0.09391257280888102), ('getting', 0.09277847598514442)], 'neutral': [('regret', -0.17933885573732417), ('get', 0.15216682600733905), ('into', 0.13623082624681288), ('kinda', -0.08983527378053639), ('think', -0.08547323826955758), ('getting', -0.08481512033594958)], 'positive': [('kinda', -0.011563401109360119), ('the', 0.009090703029695491), ('think', -0.008973397229235354), ('getting', -0.008735412863099848), ('wanted', -0.007849334299541273), ('regret', 0.006873446002929189)]}
353;The flavour of the spices in the fried rice is not as tasty as before anymore, it feels tasteless and saltier. There has to be quality control on the flavour department so that the quality is preserved.;negative;[0.7694413544498426, 0.038703995831388234, 0.19185464971876867];negative;{'negative': [('quality', 0.23156020298498853), ('feels', 0.12620321710587792), ('fried', -0.11719129665226637), ('not', 0.10766371757013035), ('the', -0.09948497543451344), ('so', 0.093132117860769)], 'neutral': [('is', -0.061603583515479336), ('the', -0.06132812556386371), ('feels', -0.057825346585944765), ('quality', -0.055398295442562896), ('so', -0.054491784688162494), ('and', -0.04314350093019503)], 'positive': [('quality', -0.17763393244061412), ('the', 0.15844879636796194), ('fried', 0.1161126357583284), ('not', -0.09275086273075484), ('tasteless', -0.08557452730484902), ('tasty', 0.07998650371155085)]}
510;As per recommendation, I tried the special mie goreng but for me it was very mediocre and didn't fit my palate.;negative;[0.777305118159851, 0.10181103984863704, 0.12088384199151173];negative;{'negative': [('was', 0.18918679562014531), ('mie', -0.12328948662493211), ('me', 0.10243804268060672), ('special', 0.08613541144672464), ('mediocre', 0.07658604672099743), ('and', 0.05989427525807643)], 'neutral': [('was', -0.13750581701696707), ('and', -0.10801626339310573), ('very', -0.06357881381113466), ('me', -0.0501932192273741), ('mie', 0.047499800718003776), ('the', -0.04077882960445335)], 'positive': [('special', -0.09757949565643714), ('mediocre', -0.08954753730704026), ('mie', 0.07783425672510279), ('very', 0.05953816558699368), ('me', -0.05085680639134519), ('and', 0.049719290473846496)]}
178;Terjemahan di sheet Translation sudah benar, namun di sheet ini tidak lengkap;positive;[0.9154988710662291, 0.029835202016778375, 0.05466592691699255];negative;{'negative': [('di', 0.05156794922536134), ('namun', 0.04726294795821089), ('sheet', 0.03906533683329074), ('sudah', 0.03116519246418485), ('lengkap', 0.030048887465194934), ('tidak', 0.029745280572200196)], 'neutral': [('di', -0.05673595840396785), ('sheet', -0.04706163016262432), ('sudah', -0.02736339350424162), ('tidak', -0.02691730792995882), ('Terjemahan', -0.02677617255253485), ('ini', -0.026222385014503535)], 'positive': [('namun', -0.02271854302367149), ('sheet', 0.008132293529753433), ('benar', 0.005318643991925624), ('lengkap', -0.004403470563240305), ('Translation', -0.004199091413177026), ('di', 0.0038316953226591823)]}
644;Don't hand the perp over to the po-po. Just bury 'em alive.;negative;[0.46979342252071526, 0.42154328684062314, 0.10866329063866138];negative;{'negative': [('hand', 0.19305683232546741), ('the', 0.06802069826148328), ('over', -0.03320591240594472), ('em', -0.02830217677690501), ('to', 0.014980770730837112), ('Just', 0.005386565886639106)], 'neutral': [('the', -0.21159652516151237), ('over', 0.1213946552046491), ('em', 0.08944833180994098), ('hand', -0.08340213785925024), ('to', -0.05781380154908558), ('Just', 0.013299311175235074)], 'positive': [('the', 0.14357582690002893), ('hand', -0.10965469446621723), ('over', -0.08818874279870412), ('em', -0.06114615503303607), ('to', 0.0428330308182485), ('Just', -0.018685877061874252)]}
962;Very disappointing, I ordered and paid for a ticket, it hadn't expired yet when I transferred the payment, but to this day they still haven't given me the booking code, and then they have the gall to tell me that my ticket has already expired. Then where the heck did my money go? I've contacted them via email but they've only responded to it once.;negative;[0.932340095784476, 0.049618990697878264, 0.01804091351764578];negative;{'negative': [('me', 0.07200638469508854), ('already', 0.06662976974634535), ('and', 0.06574547582518793), ('they', 0.05533614453169343), ('this', 0.053261421429682064), ('disappointing', 0.0402886564783467)], 'neutral': [('and', -0.0864005645679853), ('me', -0.06088490710821883), ('already', -0.05944651675344694), ('this', -0.05535137583181234), ('the', -0.05412396108985922), ('ticket', 0.04218407145329058)], 'positive': [('the', 0.02181525256843094), ('already', -0.02061394842464813), ('me', -0.01975044226420803), ('they', -0.015497009653088995), ('money', -0.015353784413807466), ('and', 0.013005220175814677)]}
815;Wow JNE is truly horrible! No calls picked up, no tweets replied, no emails replied, no messages replied!;negative;[0.8989270858599325, 0.09407931981699223, 0.006993594323075201];negative;{'negative': [('no', 0.2769475934914719), ('horrible', 0.09970995352356687), ('No', 0.09753986396168325), ('truly', -0.056636714176600024), ('is', 0.053645750385358626), ('Wow', -0.03152765704773667)], 'neutral': [('no', -0.24091435659035876), ('horrible', -0.0895763511364232), ('No', -0.08154408848911301), ('is', -0.06424522427496246), ('truly', 0.048456626725947034), ('picked', 0.03369836225550759)], 'positive': [('no', -0.03657739803280168), ('No', -0.01532755182285345), ('is', 0.010464052845939579), ('Wow', 0.010299892256175208), ('horrible', -0.010061319555175176), ('JNE', -0.008859247777309759)]}
593;Pretty disappointed with the service of this so-called four-star hotel. When I stayed in that hotel, I received less than savory treatment from the concierges. Not to mention that the bathroom didn't even have tissues in it. Even though the price was quite high, the service given wasn't up to par.;negative;[0.8180872722250271, 0.012389943781980427, 0.16952278399299256];negative;{'negative': [('the', -0.12725617475646478), ('hotel', 0.11931007185034354), ('disappointed', 0.10054912343589135), ('Not', 0.088028458746521), ('service', -0.07950545678617514), ('was', 0.07728527016235609)], 'neutral': [('was', -0.0295647075990462), ('the', -0.028428413777553754), ('so', -0.028053709114335863), ('this', -0.025470601418553142), ('disappointed', -0.025190595347697933), ('Even', -0.023429887037963844)], 'positive': [('the', 0.14998600740504295), ('hotel', -0.1075428230468959), ('service', 0.08364941726562221), ('Not', -0.08175580596351174), ('disappointed', -0.08068118502654921), ('Pretty', 0.052715985332642934)]}
629;I couldn't use it since last night, why are your service like this, Indosat? Registered for an extra 2 GB for 10 thousand and couldn't do anything with it, what an absolute waste of my credits.;negative;[0.925227955743489, 0.028218315508247698, 0.04655372874826312];negative;{'negative': [('Indosat', 0.10197445239212825), ('like', 0.07489610490166881), ('do', 0.07303270275376576), ('why', 0.0726047608133825), ('for', -0.07014608548479338), ('this', 0.049498002700355884)], 'neutral': [('Indosat', -0.05680110972532431), ('do', -0.05276302610023168), ('like', -0.04401623501960675), ('this', -0.04286483349224425), ('what', -0.03805158106099095), ('and', -0.035587517589723776)], 'positive': [('Indosat', -0.04233549985008525), ('why', -0.03653689531764087), ('for', 0.03143601617049677), ('like', -0.02909868547396832), ('with', 0.024759341647784268), ('and', 0.020639329981603755)]}
320;The place is rather fun, the parking spot is arranged neatly. Weird combination but delicious nonetheless, steak accompanied with super spicy tak tak noodles. Hm.;positive;[0.033294835964104784, 0.024749388278634415, 0.9419557757572607];positive;{'negative': [('place', -0.07556662136089658), ('delicious', -0.06388189781414558), ('spot', -0.05416418920797533), ('with', -0.0487811753905837), ('fun', -0.04402871921561959), ('rather', 0.03332043878311655)], 'neutral': [('is', -0.10836433342472845), ('fun', -0.08537716782905966), ('place', -0.07850475674351808), ('delicious', -0.07010958758014472), ('spot', -0.04558532595523553), ('accompanied', 0.0385243471111119)], 'positive': [('place', 0.1453644370632313), ('delicious', 0.12526658624257622), ('fun', 0.11715010646297967), ('is', 0.10527973198946496), ('spot', 0.08911208104234496), ('with', 0.07659450712913982)]}
585;Looks like this morning's traffic jam was rough huh? We've been touring on the bus for over an hour, but we haven't arrived yet.;negative;[0.9503179547047228, 0.04155979778418639, 0.008122247511091066];negative;{'negative': [('morning', 0.11379626898504128), ('was', 0.09950780715645594), ('like', 0.08314181521576275), ('this', 0.06899137836462063), ('traffic', 0.049633481258697855), ('huh', -0.0495225820829963)], 'neutral': [('morning', -0.10231238223931267), ('was', -0.09403484605660523), ('like', -0.07436810212847023), ('this', -0.0710099692486687), ('huh', 0.04927992256344897), ('Looks', -0.0372028685470478)], 'positive': [('bus', 0.013390248081524274), ('morning', -0.012952666777432622), ('traffic', -0.011840654568838026), ('like', -0.009997070648156638), ('jam', -0.0067758964056941415), ('was', -0.00612747888657351)]}
194;I'm so frustrated. I've been getting calls from MNC TV everyday since February. I never even subscibe to them, and I've clarified that dozens of times.;negative;[0.8270989413018578, 0.06840270559125787, 0.10449835310688417];negative;{'negative': [('so', 0.13133945567723188), ('even', 0.10553526168200571), ('them', 0.10093000010975452), ('getting', 0.08796469967358024), ('never', -0.07228667140388052), ('TV', -0.06688133191060036)], 'neutral': [('so', -0.10854063601070325), ('TV', 0.0878379348298272), ('even', -0.08769028224056116), ('and', -0.07528732959799073), ('them', -0.041008760742855886), ('everyday', -0.03989696019175613)], 'positive': [('never', 0.0856534779884898), ('them', -0.0642604857379823), ('ve', -0.06137223208401754), ('getting', -0.06076366051576262), ('and', 0.055189132566366365), ('times', 0.0468749017971609)]}
115;Bruh, you sure are a know-it-all. No need to be on your high horse preaching all that. Your words are  just plain wrong.;negative;[0.7734859468678211, 0.1651423430535198, 0.06137171007865906];negative;{'negative': [('No', 0.20072090687568275), ('all', 0.11897019375437722), ('you', -0.09432448769526576), ('are', 0.09299078900358097), ('need', 0.05679317788720672), ('your', -0.049723559748391606)], 'neutral': [('No', -0.14865593565382654), ('all', -0.14150064907096693), ('are', -0.13329180663131396), ('you', 0.08483686498301576), ('your', 0.0506151308746274), ('need', -0.04479701120681775)], 'positive': [('No', -0.04883583266275474), ('are', 0.04461790752660863), ('words', -0.025896830676212398), ('all', 0.02551149455422428), ('high', -0.022202800100936237), ('to', 0.015088826639495064)]}
324;The meatball with chicken feet is an amazing sensation. It's just so tasty, alright other than meatballs, there are other menus, too. It's just totally recommended, okay.;positive;[0.21459513532746877, 0.03672706372160559, 0.7486778009509255];positive;{'negative': [('too', 0.138463017937404), ('amazing', -0.11910514720991963), ('recommended', -0.10922091631961854), ('tasty', -0.09114584353196963), ('so', 0.08865604995451394), ('with', -0.08820849676365304)], 'neutral': [('amazing', -0.05353557530990208), ('other', -0.05288753553801536), ('is', -0.04969395557690117), ('so', -0.04944003926762551), ('too', -0.04510705650272574), ('tasty', -0.043370771159448665)], 'positive': [('amazing', 0.1621847354817331), ('recommended', 0.1409679576938424), ('tasty', 0.12931024041093908), ('meatballs', -0.10404187982303097), ('with', 0.10378663361660138), ('than', 0.09160208432891433)]}
949;Xiaomi, Samsung, it all depends on what type you want and how much budget you have, really. Just ask the sellers around.;neutral;[0.6083857540716485, 0.28451015253652046, 0.10710409339183098];negative;{'negative': [('you', -0.2157046540200312), ('really', 0.1469157034134177), ('what', 0.1388160965119652), ('how', 0.11749824722473466), ('want', 0.11255328120846082), ('type', -0.09186105116850299)], 'neutral': [('really', -0.20042786440514704), ('you', 0.17114138850024263), ('and', -0.16091484519754845), ('what', -0.14109029122607644), ('type', 0.0997048735943883), ('Samsung', 0.09073310306221909)], 'positive': [('ask', -0.056878846825375064), ('and', 0.05524906688109399), ('want', -0.048030068662933356), ('really', 0.047003965966436675), ('how', -0.04635781242197295), ('the', 0.041909904912920896)]}
898;The parking lot is too small, even cars have to be in a separate parking area across the hotel;negative;[0.7501416116548839, 0.08990520744858144, 0.1599531808965348];negative;{'negative': [('too', 0.20254237942354072), ('hotel', 0.1330177082930523), ('even', 0.13139436762794734), ('area', -0.07152550418907182), ('in', -0.05769826112275557), ('lot', -0.052174533915004775)], 'neutral': [('too', -0.13793094028746222), ('even', -0.1033922114368401), ('is', -0.07689852745759439), ('across', 0.07629014005858241), ('hotel', -0.07254615172767079), ('in', 0.04319280104860465)], 'positive': [('lot', 0.08252394616712998), ('too', -0.07091274261559022), ('hotel', -0.06560725283967284), ('area', 0.062465496081426444), ('the', 0.0533277492557365), ('across', -0.04981346098465181)]}
128;Since this skate park is filled with fun gathering spots, I think I won't ever feel bored.;positive;[0.5291600532760463, 0.12923370918203708, 0.3416062375419167];negative;{'negative': [('with', -0.1505857242552413), ('think', 0.126933122299218), ('fun', -0.12004998604455129), ('feel', 0.11103049252471599), ('this', 0.10155492108535591), ('bored', 0.0975450994341695)], 'neutral': [('this', -0.13225472043615322), ('filled', 0.13123644124592684), ('feel', -0.08225096124638309), ('is', -0.08206226865681661), ('fun', -0.0728495161779874), ('ever', -0.062142922242699856)], 'positive': [('fun', 0.18948320791192128), ('with', 0.12219767876342903), ('think', -0.10830456649968687), ('is', 0.08379326227299858), ('bored', -0.0680775281750856), ('feel', -0.03426061530547132)]}
